Ship_Mode,Ship_Date,Ship_id
REGULAR AIR,15-01-2012,SHP_1988
EXPRESS AIR,03-04-2012,SHP_1989
EXPRESS AIR,14-02-2011,SHP_1990
EXPRESS AIR,25-10-2011,SHP_1991
REGULAR AIR,31-07-2010,SHP_1992
REGULAR AIR,16-10-2011,SHP_1993
REGULAR AIR,08-05-2012,SHP_1994
EXPRESS AIR,29-03-2012,SHP_1995
REGULAR AIR,31-08-2012,SHP_1996
REGULAR AIR,15-02-2011,SHP_1997
EXPRESS AIR,16-02-2011,SHP_1998
REGULAR AIR,16-02-2011,SHP_1999
REGULAR AIR,07-04-2010,SHP_2000
REGULAR AIR,28-12-2011,SHP_2001
EXPRESS AIR,11-10-2009,SHP_2002
REGULAR AIR,01-08-2011,SHP_2003
REGULAR AIR,18-02-2011,SHP_2004
REGULAR AIR,17-02-2011,SHP_2005
REGULAR AIR,08-09-2012,SHP_2006
REGULAR AIR,06-09-2012,SHP_2007
DELIVERY TRUCK,12-08-2012,SHP_2008
REGULAR AIR,11-11-2012,SHP_2009
REGULAR AIR,24-11-2009,SHP_2010
REGULAR AIR,24-01-2010,SHP_2011
REGULAR AIR,31-07-2010,SHP_2012
REGULAR AIR,01-08-2010,SHP_2013
EXPRESS AIR,10-02-2010,SHP_2014
REGULAR AIR,10-02-2010,SHP_2015
REGULAR AIR,12-06-2011,SHP_2016
REGULAR AIR,27-03-2012,SHP_2017
REGULAR AIR,19-11-2012,SHP_2018
REGULAR AIR,20-11-2012,SHP_2019
REGULAR AIR,10-04-2010,SHP_2020
REGULAR AIR,04-10-2010,SHP_2021
EXPRESS AIR,28-01-2011,SHP_2022
REGULAR AIR,28-01-2011,SHP_2023
REGULAR AIR,29-01-2011,SHP_2024
REGULAR AIR,20-12-2011,SHP_2025
REGULAR AIR,30-01-2011,SHP_2026
DELIVERY TRUCK,25-01-2011,SHP_2027
REGULAR AIR,19-09-2010,SHP_2028
EXPRESS AIR,30-12-2012,SHP_2029
REGULAR AIR,11-07-2012,SHP_2030
EXPRESS AIR,24-04-2011,SHP_2031
REGULAR AIR,20-04-2012,SHP_2032
REGULAR AIR,17-06-2011,SHP_2033
REGULAR AIR,08-07-2011,SHP_2034
REGULAR AIR,04-07-2011,SHP_2035
REGULAR AIR,06-07-2011,SHP_2036
REGULAR AIR,01-08-2009,SHP_2037
REGULAR AIR,15-04-2011,SHP_2038
REGULAR AIR,22-03-2012,SHP_2039
REGULAR AIR,20-12-2012,SHP_2040
REGULAR AIR,16-03-2009,SHP_2041
REGULAR AIR,23-11-2010,SHP_2042
REGULAR AIR,17-03-2010,SHP_2043
REGULAR AIR,03-03-2010,SHP_2044
EXPRESS AIR,17-09-2011,SHP_2045
REGULAR AIR,16-09-2011,SHP_2046
REGULAR AIR,25-11-2010,SHP_2047
REGULAR AIR,26-11-2010,SHP_2048
DELIVERY TRUCK,16-09-2010,SHP_2049
REGULAR AIR,17-09-2010,SHP_2050
REGULAR AIR,09-08-2011,SHP_2051
REGULAR AIR,04-04-2011,SHP_2052
REGULAR AIR,26-08-2009,SHP_2053
EXPRESS AIR,21-07-2010,SHP_2054
REGULAR AIR,28-07-2010,SHP_2055
REGULAR AIR,11-04-2009,SHP_2056
REGULAR AIR,17-09-2009,SHP_2057
REGULAR AIR,19-09-2009,SHP_2058
REGULAR AIR,07-04-2012,SHP_2059
DELIVERY TRUCK,06-04-2012,SHP_2060
REGULAR AIR,06-04-2012,SHP_2061
REGULAR AIR,24-02-2010,SHP_2062
DELIVERY TRUCK,25-02-2010,SHP_2063
EXPRESS AIR,28-09-2012,SHP_2064
REGULAR AIR,23-03-2010,SHP_2065
DELIVERY TRUCK,21-10-2010,SHP_2066
REGULAR AIR,22-03-2010,SHP_2067
EXPRESS AIR,12-07-2012,SHP_2068
EXPRESS AIR,10-04-2011,SHP_2069
REGULAR AIR,08-02-2011,SHP_2070
REGULAR AIR,10-02-2011,SHP_2071
REGULAR AIR,20-10-2010,SHP_2072
EXPRESS AIR,08-08-2010,SHP_2073
REGULAR AIR,11-08-2010,SHP_2074
REGULAR AIR,10-03-2012,SHP_2075
REGULAR AIR,13-03-2012,SHP_2076
REGULAR AIR,14-11-2012,SHP_2077
REGULAR AIR,12-11-2012,SHP_2078
REGULAR AIR,29-06-2009,SHP_2079
REGULAR AIR,23-02-2009,SHP_2080
REGULAR AIR,20-02-2009,SHP_2081
REGULAR AIR,29-12-2010,SHP_2082
REGULAR AIR,27-11-2010,SHP_2083
REGULAR AIR,28-11-2009,SHP_2084
REGULAR AIR,20-08-2012,SHP_2085
REGULAR AIR,25-03-2009,SHP_2086
REGULAR AIR,31-03-2012,SHP_2087
EXPRESS AIR,17-12-2011,SHP_2088
REGULAR AIR,18-12-2011,SHP_2089
REGULAR AIR,28-08-2010,SHP_2090
DELIVERY TRUCK,11-12-2011,SHP_2091
REGULAR AIR,21-10-2012,SHP_2092
REGULAR AIR,29-10-2011,SHP_2093
REGULAR AIR,30-10-2011,SHP_2094
REGULAR AIR,16-02-2012,SHP_2095
EXPRESS AIR,08-10-2010,SHP_2096
REGULAR AIR,01-10-2010,SHP_2097
DELIVERY TRUCK,18-11-2010,SHP_2098
REGULAR AIR,11-11-2009,SHP_2099
DELIVERY TRUCK,24-10-2009,SHP_2100
REGULAR AIR,25-10-2009,SHP_2101
REGULAR AIR,16-08-2010,SHP_2102
EXPRESS AIR,16-08-2010,SHP_2103
REGULAR AIR,19-10-2011,SHP_2104
REGULAR AIR,20-10-2011,SHP_2105
DELIVERY TRUCK,26-09-2012,SHP_2106
DELIVERY TRUCK,05-03-2011,SHP_2107
REGULAR AIR,06-03-2011,SHP_2108
REGULAR AIR,04-03-2011,SHP_2109
REGULAR AIR,28-05-2010,SHP_2110
REGULAR AIR,15-08-2010,SHP_2111
REGULAR AIR,10-09-2010,SHP_2112
REGULAR AIR,11-09-2010,SHP_2113
REGULAR AIR,06-04-2009,SHP_2114
REGULAR AIR,07-04-2009,SHP_2115
EXPRESS AIR,29-01-2012,SHP_2116
REGULAR AIR,25-02-2009,SHP_2117
REGULAR AIR,24-02-2009,SHP_2118
REGULAR AIR,02-09-2011,SHP_2119
REGULAR AIR,22-12-2010,SHP_2120
REGULAR AIR,21-12-2010,SHP_2121
REGULAR AIR,26-03-2010,SHP_2122
REGULAR AIR,25-05-2012,SHP_2123
REGULAR AIR,29-05-2012,SHP_2124
DELIVERY TRUCK,13-12-2009,SHP_2125
EXPRESS AIR,13-12-2009,SHP_2126
REGULAR AIR,01-12-2010,SHP_2127
REGULAR AIR,05-05-2011,SHP_2128
EXPRESS AIR,17-02-2010,SHP_2129
REGULAR AIR,25-04-2011,SHP_2130
REGULAR AIR,22-04-2011,SHP_2131
REGULAR AIR,16-07-2010,SHP_2132
REGULAR AIR,15-02-2012,SHP_2133
REGULAR AIR,15-09-2009,SHP_2134
REGULAR AIR,14-09-2009,SHP_2135
REGULAR AIR,13-09-2009,SHP_2136
DELIVERY TRUCK,09-05-2012,SHP_2137
REGULAR AIR,09-05-2012,SHP_2138
REGULAR AIR,05-05-2009,SHP_2139
DELIVERY TRUCK,09-05-2009,SHP_2140
REGULAR AIR,17-04-2011,SHP_2141
REGULAR AIR,23-05-2009,SHP_2142
REGULAR AIR,02-07-2010,SHP_2143
REGULAR AIR,02-11-2012,SHP_2144
EXPRESS AIR,18-07-2010,SHP_2145
EXPRESS AIR,17-05-2012,SHP_2146
REGULAR AIR,17-06-2009,SHP_2147
REGULAR AIR,09-09-2012,SHP_2148
REGULAR AIR,29-06-2010,SHP_2149
DELIVERY TRUCK,29-06-2010,SHP_2150
REGULAR AIR,13-04-2009,SHP_2151
REGULAR AIR,26-02-2011,SHP_2152
EXPRESS AIR,20-02-2011,SHP_2153
REGULAR AIR,18-08-2009,SHP_2154
REGULAR AIR,09-07-2012,SHP_2155
EXPRESS AIR,23-02-2010,SHP_2156
REGULAR AIR,30-09-2010,SHP_2157
REGULAR AIR,04-10-2010,SHP_2158
REGULAR AIR,13-09-2009,SHP_2159
REGULAR AIR,06-07-2009,SHP_2160
REGULAR AIR,01-02-2012,SHP_2161
EXPRESS AIR,18-10-2011,SHP_2162
REGULAR AIR,02-02-2012,SHP_2163
REGULAR AIR,11-02-2009,SHP_2164
REGULAR AIR,23-05-2011,SHP_2165
REGULAR AIR,25-09-2009,SHP_2166
REGULAR AIR,15-01-2011,SHP_2167
REGULAR AIR,12-01-2011,SHP_2168
REGULAR AIR,23-07-2010,SHP_2169
REGULAR AIR,27-04-2012,SHP_2170
REGULAR AIR,28-04-2012,SHP_2171
REGULAR AIR,22-12-2010,SHP_2172
REGULAR AIR,05-10-2011,SHP_2173
REGULAR AIR,23-02-2010,SHP_2174
REGULAR AIR,08-10-2012,SHP_2175
REGULAR AIR,12-04-2009,SHP_2176
REGULAR AIR,12-03-2010,SHP_2177
EXPRESS AIR,10-03-2010,SHP_2178
REGULAR AIR,09-03-2010,SHP_2179
REGULAR AIR,31-07-2009,SHP_2180
DELIVERY TRUCK,01-08-2009,SHP_2181
REGULAR AIR,01-08-2009,SHP_2182
EXPRESS AIR,10-12-2011,SHP_2183
DELIVERY TRUCK,09-12-2011,SHP_2184
REGULAR AIR,09-12-2011,SHP_2185
REGULAR AIR,08-12-2011,SHP_2186
DELIVERY TRUCK,23-01-2009,SHP_2187
REGULAR AIR,14-05-2010,SHP_2188
REGULAR AIR,11-04-2012,SHP_2189
REGULAR AIR,05-12-2010,SHP_2190
REGULAR AIR,15-03-2011,SHP_2191
EXPRESS AIR,18-06-2010,SHP_2192
REGULAR AIR,23-06-2010,SHP_2193
REGULAR AIR,10-05-2010,SHP_2194
REGULAR AIR,24-06-2010,SHP_2195
REGULAR AIR,10-02-2010,SHP_2196
REGULAR AIR,05-05-2011,SHP_2197
REGULAR AIR,03-05-2011,SHP_2198
REGULAR AIR,07-05-2011,SHP_2199
REGULAR AIR,26-12-2012,SHP_2200
DELIVERY TRUCK,26-12-2012,SHP_2201
DELIVERY TRUCK,29-05-2012,SHP_2202
REGULAR AIR,29-05-2012,SHP_2203
DELIVERY TRUCK,19-11-2010,SHP_2204
REGULAR AIR,12-02-2009,SHP_2205
REGULAR AIR,13-11-2012,SHP_2206
REGULAR AIR,08-12-2009,SHP_2207
DELIVERY TRUCK,16-02-2011,SHP_2208
REGULAR AIR,18-02-2011,SHP_2209
REGULAR AIR,06-02-2011,SHP_2210
REGULAR AIR,09-02-2011,SHP_2211
REGULAR AIR,02-04-2010,SHP_2212
REGULAR AIR,22-02-2012,SHP_2213
EXPRESS AIR,08-12-2009,SHP_2214
REGULAR AIR,09-12-2009,SHP_2215
DELIVERY TRUCK,01-07-2012,SHP_2216
REGULAR AIR,22-05-2009,SHP_2217
REGULAR AIR,06-03-2010,SHP_2218
REGULAR AIR,20-06-2009,SHP_2219
REGULAR AIR,09-05-2012,SHP_2220
REGULAR AIR,03-04-2012,SHP_2221
REGULAR AIR,22-07-2011,SHP_2222
DELIVERY TRUCK,11-03-2011,SHP_2223
REGULAR AIR,28-01-2012,SHP_2224
REGULAR AIR,28-11-2010,SHP_2225
REGULAR AIR,27-11-2010,SHP_2226
REGULAR AIR,28-03-2009,SHP_2227
REGULAR AIR,07-12-2012,SHP_2228
REGULAR AIR,08-12-2012,SHP_2229
REGULAR AIR,03-02-2010,SHP_2230
EXPRESS AIR,02-02-2010,SHP_2231
REGULAR AIR,26-11-2009,SHP_2232
REGULAR AIR,05-09-2012,SHP_2233
EXPRESS AIR,31-03-2009,SHP_2234
REGULAR AIR,21-03-2010,SHP_2235
DELIVERY TRUCK,05-01-2009,SHP_2236
REGULAR AIR,27-05-2011,SHP_2237
REGULAR AIR,22-05-2011,SHP_2238
REGULAR AIR,09-09-2011,SHP_2239
REGULAR AIR,26-07-2009,SHP_2240
REGULAR AIR,17-12-2011,SHP_2241
DELIVERY TRUCK,19-12-2011,SHP_2242
EXPRESS AIR,17-12-2011,SHP_2243
REGULAR AIR,10-11-2012,SHP_2244
REGULAR AIR,14-06-2010,SHP_2245
REGULAR AIR,13-06-2010,SHP_2246
REGULAR AIR,13-03-2012,SHP_2247
REGULAR AIR,23-12-2012,SHP_2248
DELIVERY TRUCK,27-02-2009,SHP_2249
REGULAR AIR,10-03-2010,SHP_2250
REGULAR AIR,12-09-2010,SHP_2251
REGULAR AIR,26-03-2010,SHP_2252
REGULAR AIR,01-11-2011,SHP_2253
REGULAR AIR,02-11-2011,SHP_2254
REGULAR AIR,06-11-2010,SHP_2255
REGULAR AIR,14-12-2009,SHP_2256
DELIVERY TRUCK,18-06-2011,SHP_2257
REGULAR AIR,21-06-2011,SHP_2258
REGULAR AIR,12-03-2012,SHP_2259
REGULAR AIR,16-03-2012,SHP_2260
REGULAR AIR,23-09-2011,SHP_2261
EXPRESS AIR,24-10-2010,SHP_2262
DELIVERY TRUCK,23-10-2010,SHP_2263
EXPRESS AIR,27-04-2012,SHP_2264
REGULAR AIR,27-04-2012,SHP_2265
REGULAR AIR,25-04-2012,SHP_2266
REGULAR AIR,21-08-2009,SHP_2267
DELIVERY TRUCK,04-04-2009,SHP_2268
REGULAR AIR,26-05-2012,SHP_2269
REGULAR AIR,06-07-2009,SHP_2270
REGULAR AIR,05-07-2009,SHP_2271
EXPRESS AIR,18-03-2011,SHP_2272
EXPRESS AIR,17-06-2012,SHP_2273
EXPRESS AIR,17-04-2012,SHP_2274
REGULAR AIR,16-04-2012,SHP_2275
REGULAR AIR,25-03-2011,SHP_2276
EXPRESS AIR,09-05-2012,SHP_2277
REGULAR AIR,07-05-2012,SHP_2278
REGULAR AIR,06-12-2011,SHP_2279
REGULAR AIR,06-10-2010,SHP_2280
REGULAR AIR,19-09-2009,SHP_2281
REGULAR AIR,10-12-2009,SHP_2282
REGULAR AIR,29-08-2011,SHP_2283
REGULAR AIR,30-08-2011,SHP_2284
REGULAR AIR,20-03-2012,SHP_2285
REGULAR AIR,23-01-2010,SHP_2286
REGULAR AIR,23-10-2012,SHP_2287
DELIVERY TRUCK,23-03-2009,SHP_2288
REGULAR AIR,17-02-2009,SHP_2289
EXPRESS AIR,18-02-2009,SHP_2290
REGULAR AIR,06-07-2009,SHP_2291
REGULAR AIR,08-07-2009,SHP_2292
REGULAR AIR,11-07-2009,SHP_2293
REGULAR AIR,30-11-2011,SHP_2294
REGULAR AIR,12-05-2010,SHP_2295
REGULAR AIR,13-05-2010,SHP_2296
REGULAR AIR,02-05-2010,SHP_2297
REGULAR AIR,06-01-2009,SHP_2298
DELIVERY TRUCK,07-01-2009,SHP_2299
REGULAR AIR,05-01-2009,SHP_2300
REGULAR AIR,25-03-2009,SHP_2301
EXPRESS AIR,25-03-2009,SHP_2302
REGULAR AIR,25-03-2009,SHP_2303
REGULAR AIR,04-01-2010,SHP_2304
REGULAR AIR,28-07-2009,SHP_2305
REGULAR AIR,04-01-2011,SHP_2306
REGULAR AIR,03-02-2012,SHP_2307
EXPRESS AIR,03-02-2012,SHP_2308
REGULAR AIR,28-10-2010,SHP_2309
EXPRESS AIR,28-10-2010,SHP_2310
DELIVERY TRUCK,23-08-2011,SHP_2311
REGULAR AIR,23-08-2011,SHP_2312
REGULAR AIR,11-06-2010,SHP_2313
REGULAR AIR,14-06-2010,SHP_2314
DELIVERY TRUCK,14-05-2012,SHP_2315
REGULAR AIR,27-05-2012,SHP_2316
REGULAR AIR,28-05-2012,SHP_2317
REGULAR AIR,29-02-2012,SHP_2318
REGULAR AIR,12-10-2011,SHP_2319
REGULAR AIR,16-10-2011,SHP_2320
REGULAR AIR,11-04-2012,SHP_2321
REGULAR AIR,12-12-2012,SHP_2322
REGULAR AIR,11-12-2012,SHP_2323
REGULAR AIR,26-12-2009,SHP_2324
REGULAR AIR,27-12-2009,SHP_2325
REGULAR AIR,02-05-2012,SHP_2326
REGULAR AIR,15-07-2011,SHP_2327
REGULAR AIR,13-02-2009,SHP_2328
DELIVERY TRUCK,29-12-2012,SHP_2329
REGULAR AIR,20-08-2011,SHP_2330
DELIVERY TRUCK,07-02-2011,SHP_2331
REGULAR AIR,08-02-2011,SHP_2332
REGULAR AIR,14-09-2012,SHP_2333
REGULAR AIR,15-09-2012,SHP_2334
REGULAR AIR,20-11-2010,SHP_2335
REGULAR AIR,18-11-2010,SHP_2336
EXPRESS AIR,30-07-2010,SHP_2337
REGULAR AIR,01-08-2010,SHP_2338
REGULAR AIR,03-08-2012,SHP_2339
EXPRESS AIR,03-08-2012,SHP_2340
REGULAR AIR,22-07-2009,SHP_2341
REGULAR AIR,23-07-2009,SHP_2342
REGULAR AIR,10-12-2010,SHP_2343
EXPRESS AIR,21-02-2011,SHP_2344
EXPRESS AIR,13-12-2009,SHP_2345
EXPRESS AIR,14-12-2009,SHP_2346
REGULAR AIR,25-04-2012,SHP_2347
REGULAR AIR,25-02-2012,SHP_2348
DELIVERY TRUCK,23-01-2012,SHP_2349
REGULAR AIR,24-01-2012,SHP_2350
REGULAR AIR,06-09-2011,SHP_2351
DELIVERY TRUCK,24-11-2011,SHP_2352
REGULAR AIR,23-11-2011,SHP_2353
REGULAR AIR,24-11-2011,SHP_2354
EXPRESS AIR,24-11-2011,SHP_2355
DELIVERY TRUCK,24-12-2009,SHP_2356
REGULAR AIR,23-10-2011,SHP_2357
DELIVERY TRUCK,03-03-2009,SHP_2358
REGULAR AIR,07-08-2012,SHP_2359
REGULAR AIR,08-08-2012,SHP_2360
REGULAR AIR,23-11-2009,SHP_2361
REGULAR AIR,11-11-2011,SHP_2362
REGULAR AIR,12-11-2011,SHP_2363
REGULAR AIR,28-01-2009,SHP_2364
REGULAR AIR,20-11-2010,SHP_2365
EXPRESS AIR,11-01-2012,SHP_2366
REGULAR AIR,18-03-2009,SHP_2367
REGULAR AIR,15-04-2011,SHP_2368
REGULAR AIR,25-07-2012,SHP_2369
REGULAR AIR,17-07-2012,SHP_2370
REGULAR AIR,12-10-2009,SHP_2371
REGULAR AIR,24-05-2012,SHP_2372
REGULAR AIR,27-05-2012,SHP_2373
REGULAR AIR,25-05-2009,SHP_2374
DELIVERY TRUCK,17-04-2009,SHP_2375
REGULAR AIR,26-12-2009,SHP_2376
DELIVERY TRUCK,10-10-2010,SHP_2377
REGULAR AIR,11-10-2010,SHP_2378
REGULAR AIR,11-02-2010,SHP_2379
DELIVERY TRUCK,03-12-2011,SHP_2380
REGULAR AIR,06-05-2011,SHP_2381
REGULAR AIR,05-05-2011,SHP_2382
EXPRESS AIR,05-06-2010,SHP_2383
EXPRESS AIR,29-08-2009,SHP_2384
REGULAR AIR,15-10-2009,SHP_2385
REGULAR AIR,25-12-2009,SHP_2386
DELIVERY TRUCK,28-07-2012,SHP_2387
REGULAR AIR,02-08-2012,SHP_2388
REGULAR AIR,06-08-2009,SHP_2389
REGULAR AIR,07-08-2009,SHP_2390
DELIVERY TRUCK,30-01-2011,SHP_2391
REGULAR AIR,23-09-2010,SHP_2392
REGULAR AIR,05-08-2010,SHP_2393
DELIVERY TRUCK,25-07-2012,SHP_2394
EXPRESS AIR,02-02-2010,SHP_2395
REGULAR AIR,18-01-2012,SHP_2396
REGULAR AIR,21-06-2011,SHP_2397
EXPRESS AIR,09-06-2010,SHP_2398
REGULAR AIR,27-11-2011,SHP_2399
EXPRESS AIR,27-11-2011,SHP_2400
REGULAR AIR,28-11-2011,SHP_2401
DELIVERY TRUCK,28-11-2011,SHP_2402
REGULAR AIR,07-08-2012,SHP_2403
REGULAR AIR,06-08-2012,SHP_2404
DELIVERY TRUCK,19-02-2011,SHP_2405
DELIVERY TRUCK,17-02-2011,SHP_2406
EXPRESS AIR,28-05-2011,SHP_2407
REGULAR AIR,13-11-2009,SHP_2408
REGULAR AIR,15-11-2009,SHP_2409
REGULAR AIR,15-09-2012,SHP_2410
DELIVERY TRUCK,20-09-2012,SHP_2411
REGULAR AIR,30-10-2009,SHP_2412
REGULAR AIR,08-06-2012,SHP_2413
REGULAR AIR,09-06-2012,SHP_2414
REGULAR AIR,03-12-2010,SHP_2415
REGULAR AIR,17-10-2012,SHP_2416
REGULAR AIR,24-09-2012,SHP_2417
DELIVERY TRUCK,23-09-2012,SHP_2418
REGULAR AIR,13-07-2011,SHP_2419
DELIVERY TRUCK,24-05-2011,SHP_2420
REGULAR AIR,24-05-2011,SHP_2421
EXPRESS AIR,14-11-2011,SHP_2422
REGULAR AIR,17-11-2011,SHP_2423
REGULAR AIR,15-11-2011,SHP_2424
REGULAR AIR,19-09-2009,SHP_2425
DELIVERY TRUCK,25-02-2009,SHP_2426
REGULAR AIR,26-02-2009,SHP_2427
REGULAR AIR,22-03-2009,SHP_2428
REGULAR AIR,20-05-2012,SHP_2429
REGULAR AIR,19-05-2012,SHP_2430
REGULAR AIR,19-02-2010,SHP_2431
REGULAR AIR,17-02-2010,SHP_2432
REGULAR AIR,03-08-2009,SHP_2433
REGULAR AIR,02-08-2009,SHP_2434
REGULAR AIR,19-03-2009,SHP_2435
REGULAR AIR,14-01-2009,SHP_2436
EXPRESS AIR,02-09-2012,SHP_2437
REGULAR AIR,11-04-2009,SHP_2438
REGULAR AIR,10-04-2009,SHP_2439
REGULAR AIR,08-04-2009,SHP_2440
REGULAR AIR,11-12-2009,SHP_2441
EXPRESS AIR,02-04-2009,SHP_2442
REGULAR AIR,02-04-2009,SHP_2443
REGULAR AIR,06-08-2010,SHP_2444
REGULAR AIR,02-10-2010,SHP_2445
REGULAR AIR,26-06-2010,SHP_2446
REGULAR AIR,24-06-2010,SHP_2447
REGULAR AIR,11-05-2010,SHP_2448
REGULAR AIR,10-12-2012,SHP_2449
REGULAR AIR,11-12-2012,SHP_2450
REGULAR AIR,10-04-2012,SHP_2451
DELIVERY TRUCK,21-11-2009,SHP_2452
REGULAR AIR,22-11-2009,SHP_2453
REGULAR AIR,26-07-2009,SHP_2454
EXPRESS AIR,04-04-2009,SHP_2455
REGULAR AIR,01-06-2011,SHP_2456
DELIVERY TRUCK,03-06-2011,SHP_2457
REGULAR AIR,09-12-2009,SHP_2458
REGULAR AIR,22-03-2011,SHP_2459
REGULAR AIR,21-12-2011,SHP_2460
REGULAR AIR,22-12-2011,SHP_2461
DELIVERY TRUCK,05-01-2012,SHP_2462
EXPRESS AIR,08-01-2012,SHP_2463
REGULAR AIR,11-10-2010,SHP_2464
REGULAR AIR,10-04-2012,SHP_2465
REGULAR AIR,23-07-2012,SHP_2466
REGULAR AIR,28-09-2009,SHP_2467
REGULAR AIR,22-01-2010,SHP_2468
REGULAR AIR,18-03-2012,SHP_2469
DELIVERY TRUCK,12-09-2011,SHP_2470
REGULAR AIR,18-04-2010,SHP_2471
REGULAR AIR,07-12-2012,SHP_2472
REGULAR AIR,26-01-2009,SHP_2473
REGULAR AIR,07-03-2010,SHP_2474
EXPRESS AIR,08-03-2010,SHP_2475
REGULAR AIR,04-03-2010,SHP_2476
EXPRESS AIR,15-02-2012,SHP_2477
REGULAR AIR,20-08-2010,SHP_2478
REGULAR AIR,23-08-2010,SHP_2479
DELIVERY TRUCK,23-08-2010,SHP_2480
DELIVERY TRUCK,21-12-2009,SHP_2481
REGULAR AIR,07-12-2009,SHP_2482
REGULAR AIR,28-06-2010,SHP_2483
REGULAR AIR,14-05-2009,SHP_2484
REGULAR AIR,15-05-2009,SHP_2485
DELIVERY TRUCK,01-03-2011,SHP_2486
REGULAR AIR,12-06-2011,SHP_2487
REGULAR AIR,14-03-2010,SHP_2488
REGULAR AIR,22-09-2009,SHP_2489
REGULAR AIR,04-03-2010,SHP_2490
REGULAR AIR,23-03-2011,SHP_2491
DELIVERY TRUCK,12-11-2012,SHP_2492
DELIVERY TRUCK,11-11-2012,SHP_2493
REGULAR AIR,29-11-2010,SHP_2494
DELIVERY TRUCK,16-07-2011,SHP_2495
REGULAR AIR,13-05-2012,SHP_2496
REGULAR AIR,01-01-2010,SHP_2497
REGULAR AIR,16-03-2009,SHP_2498
REGULAR AIR,03-03-2011,SHP_2499
REGULAR AIR,14-07-2012,SHP_2500
REGULAR AIR,17-11-2011,SHP_2501
DELIVERY TRUCK,22-07-2012,SHP_2502
REGULAR AIR,04-09-2012,SHP_2503
REGULAR AIR,23-09-2012,SHP_2504
REGULAR AIR,03-04-2009,SHP_2505
REGULAR AIR,04-01-2010,SHP_2506
REGULAR AIR,26-01-2011,SHP_2507
REGULAR AIR,18-05-2010,SHP_2508
REGULAR AIR,25-09-2011,SHP_2509
REGULAR AIR,15-09-2011,SHP_2510
REGULAR AIR,22-12-2012,SHP_2511
REGULAR AIR,02-11-2009,SHP_2512
REGULAR AIR,01-11-2009,SHP_2513
REGULAR AIR,07-01-2012,SHP_2514
REGULAR AIR,24-04-2009,SHP_2515
REGULAR AIR,20-07-2011,SHP_2516
REGULAR AIR,01-07-2010,SHP_2517
REGULAR AIR,25-07-2009,SHP_2518
REGULAR AIR,24-10-2010,SHP_2519
REGULAR AIR,27-02-2009,SHP_2520
REGULAR AIR,29-10-2012,SHP_2521
DELIVERY TRUCK,19-04-2009,SHP_2522
REGULAR AIR,10-09-2010,SHP_2523
EXPRESS AIR,21-09-2010,SHP_2524
REGULAR AIR,07-08-2011,SHP_2525
REGULAR AIR,10-06-2009,SHP_2526
REGULAR AIR,22-08-2012,SHP_2527
REGULAR AIR,16-03-2010,SHP_2528
REGULAR AIR,06-11-2012,SHP_2529
REGULAR AIR,28-07-2012,SHP_2530
REGULAR AIR,16-05-2010,SHP_2531
REGULAR AIR,04-11-2012,SHP_2532
EXPRESS AIR,22-05-2009,SHP_2533
EXPRESS AIR,03-09-2011,SHP_2534
REGULAR AIR,11-10-2012,SHP_2535
REGULAR AIR,21-12-2009,SHP_2536
EXPRESS AIR,04-03-2012,SHP_2537
REGULAR AIR,16-09-2012,SHP_2538
REGULAR AIR,09-11-2012,SHP_2539
REGULAR AIR,25-02-2010,SHP_2540
DELIVERY TRUCK,12-03-2010,SHP_2541
REGULAR AIR,01-09-2011,SHP_2542
REGULAR AIR,12-06-2012,SHP_2543
REGULAR AIR,18-03-2010,SHP_2544
REGULAR AIR,04-10-2012,SHP_2545
REGULAR AIR,05-12-2010,SHP_2546
DELIVERY TRUCK,06-01-2009,SHP_2547
REGULAR AIR,03-06-2009,SHP_2548
REGULAR AIR,23-10-2009,SHP_2549
REGULAR AIR,24-10-2010,SHP_2550
REGULAR AIR,11-02-2012,SHP_2551
EXPRESS AIR,02-11-2011,SHP_2552
EXPRESS AIR,14-01-2011,SHP_2553
REGULAR AIR,30-04-2009,SHP_2554
DELIVERY TRUCK,05-08-2010,SHP_2555
REGULAR AIR,24-04-2012,SHP_2556
REGULAR AIR,28-02-2009,SHP_2557
EXPRESS AIR,10-01-2010,SHP_2558
REGULAR AIR,17-09-2010,SHP_2559
EXPRESS AIR,15-09-2010,SHP_2560
REGULAR AIR,03-06-2009,SHP_2561
REGULAR AIR,04-06-2009,SHP_2562
REGULAR AIR,25-02-2010,SHP_2563
REGULAR AIR,24-05-2010,SHP_2564
REGULAR AIR,25-05-2010,SHP_2565
REGULAR AIR,25-07-2010,SHP_2566
REGULAR AIR,22-01-2011,SHP_2567
EXPRESS AIR,22-01-2011,SHP_2568
EXPRESS AIR,04-01-2010,SHP_2569
REGULAR AIR,11-01-2010,SHP_2570
REGULAR AIR,18-03-2011,SHP_2571
REGULAR AIR,19-03-2011,SHP_2572
REGULAR AIR,01-10-2009,SHP_2573
REGULAR AIR,21-05-2011,SHP_2574
REGULAR AIR,12-04-2009,SHP_2575
DELIVERY TRUCK,13-02-2010,SHP_2576
DELIVERY TRUCK,04-06-2010,SHP_2577
REGULAR AIR,25-09-2012,SHP_2578
REGULAR AIR,07-06-2012,SHP_2579
DELIVERY TRUCK,02-06-2012,SHP_2580
REGULAR AIR,11-12-2012,SHP_2581
REGULAR AIR,13-02-2012,SHP_2582
